time,o,h,l,c,volume,complete
2020-01-08 16:00:00,8285.1,8314.9,8035.2,8099.4,10155,True
2020-01-08 17:00:00,8098.7,8107.3,7992.2,8057.2,6430,True
2020-01-08 18:00:00,8056.5,8073.0,8015.0,8030.3,2640,True
2020-01-08 19:00:00,8030.8,8044.2,7943.6,7943.7,3053,True
2020-01-08 20:00:00,7943.2,8035.1,7849.5,8020.6,5749,True
2020-01-08 21:00:00,8020.0,8021.1,7944.7,7986.8,3614,True
2020-01-08 22:00:00,7990.5,8062.5,7963.1,8052.6,2568,True
2020-01-08 23:00:00,8053.4,8095.1,8003.5,8031.6,3607,True
2020-01-09 00:00:00,8031.1,8032.1,7912.1,7936.7,5875,True
2020-01-09 01:00:00,7937.1,8012.4,7931.8,7978.2,2834,True
2020-01-09 02:00:00,7978.9,8000.4,7956.8,7959.9,2315,True
2020-01-09 03:00:00,7959.4,7968.8,7915.5,7933.7,2592,True
2020-01-09 04:00:00,7932.9,7957.8,7907.7,7949.4,2267,True
2020-01-09 05:00:00,7948.4,7948.4,7912.3,7923.7,1637,True
2020-01-09 06:00:00,7923.2,7931.8,7884.9,7895.6,2868,True
2020-01-09 07:00:00,7895.1,7951.6,7889.9,7929.6,2018,True
2020-01-09 08:00:00,7929.2,7935.4,7897.2,7914.8,1744,True
2020-01-09 09:00:00,7914.3,7915.8,7837.1,7854.4,3696,True
2020-01-09 10:00:00,7853.5,7919.6,7839.2,7872.2,2602,True
2020-01-09 11:00:00,7871.7,7881.0,7836.9,7856.5,1684,True
2020-01-09 12:00:00,7857.0,7893.0,7848.0,7879.1,1798,True
2020-01-09 13:00:00,7879.6,7927.1,7869.9,7873.3,2523,True
2020-01-09 14:00:00,7873.8,7895.6,7853.5,7863.7,1750,True
2020-01-09 15:00:00,7864.5,7909.6,7863.4,7884.6,1860,True
2020-01-09 16:00:00,7885.1,7899.9,7787.4,7800.3,4223,True
2020-01-09 17:00:00,7800.8,7826.6,7757.1,7774.6,3567,True
2020-01-09 18:00:00,7774.2,7811.8,7767.9,7794.2,2200,True
2020-01-09 19:00:00,7794.6,7939.1,7794.1,7899.9,3576,True
2020-01-09 20:00:00,7899.2,7979.8,7785.8,7794.1,5869,True
2020-01-09 21:00:00,7793.6,7826.5,7723.3,7768.6,5908,True
2020-01-09 22:00:00,7770.6,7849.6,7769.5,7788.4,5706,True
2020-01-09 23:00:00,7787.5,7812.9,7768.2,7795.5,2609,True
2020-01-10 00:00:00,7796.2,7826.7,7789.0,7792.7,1342,True
2020-01-10 01:00:00,7793.5,7825.5,7766.0,7782.2,3206,True
2020-01-10 02:00:00,7781.7,7799.3,7770.8,7774.7,1644,True
